UserID,Points,CreatedDate
M343,100,2015/12/1
M341,25,2015/12/1
M268,25,2015/12/1
M292,100,2015/12/1
M321,500,2015/12/1
M290,-300,2015/12/1
M339,500,2015/12/1
M318,500,2015/12/1
M315,500,2015/12/1
M343,100,2015/12/1
M270,500,2015/12/1
M315,500,2015/12/1
M341,25,2015/12/1
M284,100,2015/12/1
M281,100,2015/12/1
M314,500,2015/12/1
M312,100,2015/12/1
M337,500,2015/12/1
M290,-250,2015/12/1
M341,100,2015/12/1
M268,25,2015/12/1
M326,100,2015/12/1
M290,-250,2015/12/1
M292,25,2015/12/1
M290,-100,2015/12/1
M325,100,2015/12/1
M299,100,2015/12/1
M314,500,2015/12/1
M346,100,2015/12/1
M290,-50,2015/12/1
M290,-20,2015/12/1
M268,100,2015/12/1
M300,500,2015/12/1
M336,500,2015/12/1
M270,25,2015/12/1
M319,500,2015/12/1
M339,25,2015/12/1
M270,100,2015/12/1
M305,500,2015/12/1
M307,25,2015/12/1
M270,25,2015/12/1
M336,500,2015/12/1
M299,100,2015/12/1
M271,500,2015/12/1
M325,100,2015/12/1
M336,25,2015/12/1
M290,25,2015/12/1
M329,500,2015/12/1
M268,-250,2015/12/1
M347,100,2015/12/1
M300,-30,2015/12/1
M347,500,2015/12/1
M299,100,2015/12/1
M342,500,2015/12/1
M339,100,2015/12/1
M348,100,2015/12/1
M349,100,2015/12/1
M350,100,2015/12/1
M351,100,2015/12/1
M349,500,2015/12/1
M352,100,2015/12/1
M268,-50,2015/12/1
M350,25,2015/12/1
M325,100,2015/12/1
M353,100,2015/12/1
M354,100,2015/12/1
M263,100,2015/12/1
M353,500,2015/12/1
M351,500,2015/12/1
M270,25,2015/12/1
M329,25,2015/12/1
M354,500,2015/12/1
M319,100,2015/12/1
M351,25,2015/12/1
M268,-300,2015/12/1
M325,-1000,2015/12/1
M355,100,2015/12/1
M319,100,2015/12/1
M268,-100,2015/12/1
M355,500,2015/12/1
M325,-500,2015/12/1
M268,-100,2015/12/1
M321,100,2015/12/1
M271,100,2015/12/1
M355,25,2015/12/1
M299,100,2015/12/1
M343,25,2015/12/1
M307,500,2015/12/1
M294,100,2015/12/1
M277,100,2015/12/1
M279,25,2015/12/1
M353,25,2015/12/1
M336,100,2015/12/1
M324,500,2015/12/1
M329,100,2015/12/1
M279,100,2015/12/1
M298,-100,2015/12/1
M356,100,2015/12/1
M316,500,2015/12/1
M280,100,2015/12/1
M356,500,2015/12/1
M236,500,2015/12/1
M324,500,2015/12/1
M357,100,2015/12/1
M277,100,2015/12/1
M358,100,2015/12/1
M342,25,2015/12/1
M342,25,2015/12/1
M359,100,2015/12/1
M336,25,2015/12/1
M280,25,2015/12/1
M301,-100,2015/12/1
M359,500,2015/12/1
M356,-100,2015/12/1
M280,100,2015/12/1
M316,25,2015/12/1
M336,25,2015/12/1
M271,25,2015/12/1
M329,25,2015/12/1
M360,100,2015/12/1
M361,100,2015/12/1
M356,-250,2015/12/1
M301,-100,2015/12/1
M358,500,2015/12/1
M356,-100,2015/12/1
M299,100,2015/12/1
M354,-500,2015/12/1
M362,100,2015/12/1
M301,-500,2015/12/1
M354,-100,2015/12/1
M345,25,2015/12/1
M348,500,2015/12/1
M340,25,2015/12/1
M315,100,2015/12/1
M363,100,2015/12/1
M344,500,2015/12/1
M348,500,2015/12/1
M364,100,2015/12/1
M263,100,2015/12/1
M344,500,2015/12/1
M337,25,2015/12/1
M271,100,2015/12/1
M316,25,2015/12/1
M337,100,2015/12/1
M365,100,2015/12/1
M348,-250,2015/12/1
M337,-100,2015/12/1
M287,100,2015/12/1
M337,-100,2015/12/1
M348,-100,2015/12/1
M337,-200,2015/12/1
M315,25,2015/12/1
M348,-100,2015/12/1
M272,100,2015/12/1
M337,-500,2015/12/1
M348,-100,2015/12/1
M348,-50,2015/12/1
M320,500,2015/12/1
M333,500,2015/12/1
M355,500,2015/12/1
M351,500,2015/12/1
M263,100,2015/12/1
M366,100,2015/12/1
M365,500,2015/12/1
M354,500,2015/12/1
M359,500,2015/12/1
M350,500,2015/12/1
M367,100,2015/12/1
M350,500,2015/12/1
M299,100,2015/12/1
M355,25,2015/12/1
M367,25,2015/12/1
M264,100,2015/12/1
M367,500,2015/12/1
M236,-20,2015/12/1
M368,100,2015/12/1
M369,100,2015/12/1
M299,100,2015/12/1
M318,25,2015/12/1
M368,500,2015/12/1
M369,25,2015/12/1
M264,100,2015/12/1
M333,25,2015/12/1
M370,100,2015/12/1
M370,25,2015/12/1
M355,25,2015/12/1
M355,100,2015/12/1
M333,25,2015/12/1
M299,100,2015/12/1
M285,500,2015/12/1
M333,100,2015/12/1
M371,100,2015/12/1
M355,25,2015/12/1
M299,100,2015/12/1
M371,500,2015/12/1
M291,500,2015/12/1
M300,-40,2015/12/1
M332,100,2015/12/1
M300,-40,2015/12/1
M361,500,2015/12/1
M350,25,2015/12/1
M355,-300,2015/12/1
M361,500,2015/12/1
M294,100,2015/12/1
M351,100,2015/12/1
M307,25,2015/12/1
M371,25,2015/12/1
M295,500,2015/12/1
M369,25,2015/12/1
M372,100,2015/12/1
M362,500,2015/12/1
M345,500,2015/12/1
M373,100,2015/12/1
M359,100,2015/12/1
M373,500,2015/12/1
M343,100,2015/12/1
M358,500,2015/12/1
M345,500,2015/12/1
M374,100,2015/12/1
M359,100,2015/12/1
M347,500,2015/12/1
M307,100,2015/12/1
M375,100,2015/12/1
M376,100,2015/12/1
M377,100,2015/12/1
M372,500,2015/12/1
M263,100,2015/12/1
M350,25,2015/12/1
M347,25,2015/12/1
M347,25,2015/12/1
M377,500,2015/12/1
M283,25,2015/12/1
M350,100,2015/12/1
M359,100,2015/12/1
M378,100,2015/12/1
M350,25,2015/12/1
M361,25,2015/12/1
M362,25,2015/12/1
M361,100,2015/12/1
M333,100,2015/12/1
M374,-100,2015/12/1
M366,500,2015/12/1
M295,25,2015/12/1
M378,25,2015/12/1
M332,100,2015/12/1
M378,500,2015/12/1
M295,100,2015/12/1
M379,100,2015/12/1
M350,100,2015/12/1
M366,500,2015/12/1
M380,100,2015/12/1
M272,100,2015/12/1
M294,100,2015/12/1
M380,500,2015/12/1
M381,100,2015/12/1
M296,500,2015/12/1
M381,500,2015/12/1
M357,500,2015/12/1
M366,25,2015/12/1
M333,100,2015/12/1
M382,100,2015/12/1
M272,100,2015/12/1
M378,100,2015/12/1
M382,500,2015/12/1
M349,500,2015/12/1
M283,-10,2015/12/1
M383,100,2015/12/1
M375,500,2015/12/1
M283,-25,2015/12/1
M375,500,2015/12/1
M376,500,2015/12/1
M349,25,2015/12/1
M384,100,2015/12/1
M383,25,2015/12/1
M283,-100,2015/12/1
M349,100,2015/12/1
M368,500,2015/12/1
M296,500,2015/12/1
M376,500,2015/12/1
M366,25,2015/12/1
M383,500,2015/12/1
M385,100,2015/12/1
M349,25,2015/12/1
M296,100,2015/12/1
M385,500,2015/12/1
M373,500,2015/12/1
M285,100,2015/12/1
M283,-100,2015/12/1
M283,-250,2015/12/1
M386,100,2015/12/1
M387,100,2015/12/1
M283,-250,2015/12/1
M384,25,2015/12/1
M377,500,2015/12/1
M296,100,2015/12/1
M388,100,2015/12/1
M386,500,2015/12/1
M349,100,2015/12/1
M387,500,2015/12/1
M376,100,2015/12/1
M349,100,2015/12/1
M349,100,2015/12/1
M384,500,2015/12/1
M349,100,2015/12/1
M349,100,2015/12/1
M263,100,2015/12/1
M349,100,2015/12/1
M370,500,2015/12/1
M389,100,2015/12/1
M349,100,2015/12/1
M333,-100,2015/12/1
M349,100,2015/12/1
M296,100,2015/12/1
M390,100,2015/12/1
M391,100,2015/12/1
M333,-100,2015/12/1
M377,100,2015/12/1
M390,500,2015/12/1
M349,100,2015/12/1
M361,25,2015/12/1
M392,100,2015/12/1
M366,100,2015/12/1
M392,500,2015/12/1
M263,100,2015/12/1
M333,-50,2015/12/1
M391,25,2015/12/1
M346,500,2015/12/1
M377,-50,2015/12/1
M333,-50,2015/12/1
M391,500,2015/12/1
M263,-100,2015/12/1
M377,-100,2015/12/1
M333,-50,2015/12/1
M263,-100,2015/12/1
M366,100,2015/12/1
M263,-200,2015/12/1
M377,25,2015/12/1
M346,500,2015/12/1
M333,-50,2015/12/1
M263,-150,2015/12/1
M333,-50,2015/12/1
M349,25,2015/12/1
M362,500,2015/12/1
M264,-40,2015/12/1
M381,500,2015/12/1
M264,-40,2015/12/1
M346,25,2015/12/1
M264,-150,2015/12/1
M393,100,2015/12/1
M264,-225,2015/12/1
M393,500,2015/12/1
M264,-250,2015/12/1
M333,-50,2015/12/1
M373,25,2015/12/1
M384,500,2015/12/1
M333,-100,2015/12/1
M264,-20,2015/12/1
M333,-100,2015/12/1
M283,100,2015/12/1
M369,25,2015/12/1
M333,-50,2015/12/1
M264,-500,2015/12/1
M333,-50,2015/12/1
M260,25,2015/12/1
M283,25,2015/12/1
M274,500,2015/12/1
M333,-50,2015/12/1
M357,500,2015/12/1
M274,500,2015/12/1
M329,100,2015/12/1
M362,25,2015/12/1
M285,-250,2015/12/1
M376,-10,2015/12/1
M362,100,2015/12/1
M394,100,2015/12/1
M384,25,2015/12/1
M376,-10,2015/12/1
M333,-50,2015/12/1
M384,100,2015/12/1
M376,-10,2015/12/1
M382,500,2015/12/1
M384,25,2015/12/1
M376,-10,2015/12/1
M376,-10,2015/12/1
M333,-50,2015/12/1
M295,-500,2015/12/1
M272,100,2015/12/1
M395,100,2015/12/1
M395,500,2015/12/1
M295,-100,2015/12/1
M391,500,2015/12/1
M295,-150,2015/12/1
M285,-400,2015/12/1
M388,500,2015/12/1
M396,100,2015/12/1
M333,100,2015/12/1
M295,-25,2015/12/1
M349,100,2015/12/1
M376,-250,2015/12/1
M285,-300,2015/12/1
M349,100,2015/12/1
M376,-250,2015/12/1
M349,100,2015/12/1
M285,-75,2015/12/1
M386,500,2015/12/1
M349,100,2015/12/1
M349,100,2015/12/1
M349,100,2015/12/1
M349,100,2015/12/1
M395,25,2015/12/1
M388,500,2015/12/1
M397,100,2015/12/1
M398,100,2015/12/1
M285,-100,2015/12/1
M397,500,2015/12/1
M398,500,2015/12/1
M333,100,2015/12/1
M285,-100,2015/12/1
M369,500,2015/12/1
M369,500,2015/12/1
M274,100,2015/12/1
M391,100,2015/12/1
M397,25,2015/12/1
M333,100,2015/12/1
M353,500,2015/12/1
M274,-150,2015/12/1
M389,5,2015/12/1
M274,-150,2015/12/1
M399,100,2015/12/1
M390,500,2015/12/1
M274,-200,2015/12/1
M400,100,2015/12/1
M393,500,2015/12/1
M400,25,2015/12/1
M401,100,2015/12/1
M274,-250,2015/12/1
M397,-20,2015/12/1
M393,25,2015/12/1
M393,100,2015/12/1
M397,-100,2015/12/1
M333,100,2015/12/1
M369,100,2015/12/1
M397,-100,2015/12/1
M393,25,2015/12/1
M343,500,2015/12/1
M395,25,2015/12/1
M333,100,2015/12/1
M393,-100,2015/12/1
M386,25,2015/12/1
M381,100,2015/12/1
M389,5,2015/12/1
M385,500,2015/12/1
M402,100,2015/12/1
M393,-25,2015/12/1
M333,100,2015/12/1
M393,-100,2015/12/1
M285,25,2015/12/1
M279,25,2015/12/1
M280,25,2015/12/1
M403,100,2015/12/1
M381,100,2015/12/1
M343,25,2015/12/1
M279,25,2015/12/1
M404,100,2015/12/1
M353,25,2015/12/1
M381,25,2015/12/1
M333,100,2015/12/1
M405,100,2015/12/1
M406,100,2015/12/1
